Source,Destination,Value
1423,1011,269.6969618611994
1424,1238,365.54161692718776
1425,1238,190.9520917597061
1426,1238,154.0919334847656
1427,1238,275.5484719222099
1428,1238,243.9829331522109
1429,1238,209.1641241219778
1430,1238,276.05524804109893
1431,1238,347.26812830472204
1432,1238,308.4364269978748
1433,1238,378.38504372639176
1434,1238,324.155793717584
1435,1238,166.84906642093782
1438,1390,11.522793290988847
1439,1390,61.92179170724174
1440,1390,152.9281903112559
1441,1390,210.52481315155856
1442,1390,149.81627372016249
1443,1390,167.1589696037831
1444,1390,89.76184266871087
1445,1390,50.7572445401707
1446,1390,37.44281355323695
1447,1390,81.72795557770367
1448,1390,84.91481221464176
1449,1390,84.62679323689675
1450,1390,85.98480452162873
1451,1390,66.21298036010836
1452,1390,128.1114236696088
1453,1390,272.708096789437
1454,1390,295.9012039182854
1455,1390,248.9015519883405
1456,1390,220.5384283377163
1457,1521,242.37671646475232
1458,1521,189.15873666272591
1459,1521,131.7127647932387
1460,1521,235.4039990635424
1461,1521,474.9482426996077
1462,1521,288.370271493381
1463,1521,209.68301703670747
1464,1521,155.36831366231362
1465,1521,110.22866303652457
1466,1341,242.76354131954704
1467,1341,337.92712259533545
1468,1341,209.7972783463568
1469,1341,281.015822921669
1470,1341,337.1367685354452
1471,1341,316.2492718690519
1472,1341,313.31251265289234
1473,1341,347.41694470426535
1474,1341,522.4434520648982
1475,1341,251.362556172426
1476,1341,75.94339041569748
1481,1011,223.68277632258545
1482,1011,408.6469627437688
1483,1011,406.3974542930056
1484,1238,470.39145803147727
1485,1238,234.48852894034653
1486,1238,269.79419183675344
1487,1238,264.1359060600223
1488,1238,317.39413197022816
1489,1238,288.58788651979165
1490,1238,286.12281019465314
1491,1238,356.3480904933702
1492,1238,342.43969028464664
1493,1238,302.61275959635304
1494,1238,281.17249732933044
1495,1238,269.45138456752386
1500,1390,66.73675470301585
1501,1390,201.2229328639406
1502,1390,87.68129982712318
1503,1390,125.11220594878486
1504,1390,177.06166877281078
1505,1390,131.8032299601375
1506,1390,66.04189979142386
1507,1390,52.49030674761391
1508,1390,39.92886140184186
1509,1390,30.941410490459823
1510,1390,61.15375503616216
1511,1390,152.29657923629213
1512,1390,283.62389858567286
1513,1390,157.40313584646017
1514,1390,291.1934600622297
1515,1390,369.640535075832
1516,1390,314.988605901024
1517,1390,289.7753471933598
1518,1521,328.4209292758533
1519,1521,311.50804011970934
1520,1521,314.77073219387574
1522,1521,401.072326278517
1523,1521,276.73635628902736
1524,1521,189.4861473747426
1525,1521,194.21750797716032
1526,1521,125.0941705031531
1527,1521,71.95631536602531
1528,1759,138.90390361603284
1529,1341,231.91816200352648
1530,1341,406.6248203904657
1531,1341,393.978041336482
1532,1341,314.7458953073424
1533,1759,199.3266744018941
1534,1341,154.6260575045889
1535,1341,215.8402770879117
1536,1341,118.9096151378391
1537,1341,28.633317078396185
1543,1011,144.22982639289165
1544,1011,282.30289288276896
1545,1238,288.06889665238646
1546,1238,289.15212431914733
1547,1238,338.8012147565041
1548,1238,372.6987533183765
1549,1238,378.0629809595589
1550,1238,211.98966012571128
1551,1238,211.2217883242029
1552,1238,198.28720945135456
1553,1238,235.9472636779996
1554,1238,254.04302505222387
1555,1238,195.31805849461955
1562,1390,145.2945549557039
1564,1390,167.6013999586839
1565,1390,102.00084211888534
1566,1390,100.87722432393966
1567,1390,112.03360080035888
1568,1390,71.1538663235029
1569,1390,150.61072188597302
1570,1390,233.9283049421924
1571,1390,221.29454863337645
1572,1390,174.02340341227472
1573,1390,70.55596872680363
1574,1390,78.59605736746462
1575,1390,282.31934312118227
1576,1390,415.101528302745
1577,1390,221.19515884170767
1578,1521,267.09148935090644
1579,1521,296.29832032939214
1580,1521,270.6356713579312
1581,1521,526.5728698323239
1582,1521,367.5758070482275
1583,1521,404.614479346866
1584,1521,465.2865618871416
1585,1521,264.8816848824888
1586,1521,247.9627617456746
1587,1521,120.22285177177692
1588,1521,172.47568492723266
1589,1759,190.24544239999
1590,1759,401.9362681839369
1591,1759,354.00361440655155
1592,1759,223.16748591850472
1593,1759,352.5974840888478
1594,1759,394.3819009069375
1595,1759,196.47007438515425
1596,1759,16.555123479447314
1597,1341,0.4250645581410417
1597,1759,29.94511980834119
1598,1341,2.768773518955029
1598,1759,2.768773518955029
1605,1238,324.84962645139376
1607,1238,440.6177233993534
1608,1238,425.4779457496463
1609,1238,330.74182918868337
1610,1238,59.05441253913182
1613,1238,172.7984381093871
1614,1238,198.8695444719628
1621,1390,80.54389691978169
1622,1390,119.62137131061768
1623,1390,210.47532382360163
1624,1390,136.7105399090378
1625,1390,94.3170867693091
1626,1390,113.9645392862016
1627,1390,176.4550715641603
1628,1390,249.00482016283144
1629,1390,453.1088553234479
1630,1390,321.0835619311292
1631,1390,272.8955707528331
1632,1743,156.81906425955412
1633,1743,144.31010163379122
1634,1743,360.8840306891143
1635,1390,471.27851755409387
1636,1521,289.73849985113856
1637,1521,317.4709596072471
1638,1521,469.4188756623055
1639,1521,279.98519236649724
1640,1521,471.6660410273955
1641,1521,401.2895135397836
1642,1521,325.35865076047577
1643,1521,341.99652417456235
1644,1521,520.7268749911218
1645,1521,277.3233030958891
1646,1759,229.36517395132915
1647,1759,156.33522134122595
1648,1759,237.8270130123042
1649,1759,315.8592808734238
1650,1759,324.1988650630511
1651,1759,382.1015484312256
1652,1759,541.0224025102253
1653,1759,426.3060547243957
1654,1759,231.3133677006657
1655,1759,30.47850808249364
1656,1759,56.96725245236565
1657,1759,11.051336395127572
1675,1390,1.818826222923868
1676,1390,24.76456207949282
1677,1390,51.549865474523926
1678,1390,133.07864751352147
1679,1390,168.45799732959077
1680,1390,91.96129461933629
1681,1390,17.485773669777817
1682,1390,113.85634627968228
1683,1390,227.6907202551554
1684,1390,102.71651495671875
1685,1743,114.37258940028325
1686,1743,238.76473856631827
1687,1743,435.57534389938
1688,1743,276.2563126020804
1689,1743,262.05399080175016
1690,1743,357.93242712247775
1691,1743,260.8704481448592
1692,1521,331.0996348613858
1693,1521,424.0627832560784
1694,1521,312.8415988565424
1695,1521,349.48365215410143
1696,1521,468.4197815864971
1697,1521,408.4880377794841
1698,1521,287.9256439113436
1700,1759,414.3848454380423
1701,1759,294.0740500908777
1702,1759,172.2007236086093
1703,1759,285.9069559343964
1704,1759,245.2048444948133
1705,1759,254.09566710471216
1706,1759,328.6573133750173
1707,1759,469.6493342009969
1708,1759,295.7165360732931
1709,1759,128.83505902623625
1710,1759,51.31969157671379
1711,1759,111.44346504086776
1712,1759,20.494985347137327
1731,1743,18.912583333687145
1732,1743,79.02120693308225
1733,1743,151.7434866599142
1734,1743,91.13041362816446
1735,1743,5.78969015444003
1736,1390,75.78591132240469
1737,1743,167.43289583785966
1738,1743,34.20251152147719
1739,1743,47.958488700065466
1740,1743,319.2059360568336
1741,1743,407.0747150890632
1742,1743,454.3457657567812
1744,1743,255.0905859751541
1745,1743,295.37656614612285
1746,1521,275.98485166413707
1747,1521,301.2076442799129
1748,1521,343.04371097653154
1749,1521,397.9555745323586
1750,1521,472.2169043497505
1751,1860,482.824854543201
1752,1860,486.2935338987187
1753,1860,538.0747901401306
1754,1860,465.2980879280622
1755,1759,459.87916292583634
1756,1759,302.16700006832446
1757,1759,266.04190492139
1758,1759,321.0686592261883
1760,1759,363.0533122017614
1761,1759,483.3395823061171
1762,1759,333.66652874349273
1763,1759,155.0527685645312
1764,1759,153.59490736388193
1765,1759,54.40114778479637
1766,1759,31.52100535261928
1786,1743,29.394212491945453
1787,1743,122.4842795802947
1788,1743,89.22009752831504
1789,1743,63.13892570254664
1790,1743,86.8047653927822
1791,1743,61.896911286774646
1792,1743,55.475527069155774
1793,1743,62.96568920944911
1794,1743,177.02394668820645
1795,1743,368.57726694739904
1796,1743,428.9745396868243
1797,1743,430.5392485014652
1798,1743,342.19263313059696
1799,1743,343.09781198094385
1800,1743,396.070362319309
1801,1743,355.87650033136424
1802,1743,250.65295230293304
1803,1521,432.5016710296141
1804,1860,562.2656585535198
1805,1860,614.0631725113105
1806,1860,528.891124759069
1807,1860,500.8380743972639
1808,1860,485.9107290655985
1809,1860,469.23804376329554
1810,1759,484.0400202788401
1811,1759,457.16508216391617
1812,1759,311.9568155461725
1813,1759,289.2458717331721
1814,1759,178.06947851944582
1815,1759,196.07547382146865
1816,1759,85.76768183116181
1817,1759,47.80516484702455
1818,1759,129.8274895478309
1819,1759,257.99453408476063
1820,1759,258.03028821704254
1821,1759,116.24581718399465
1840,1743,4.376871439775334
1841,1743,8.915054033398405
1842,1743,11.577688490014644
1843,1743,52.88718640371911
1844,1743,75.47923324341637
1845,1743,169.68779435198212
1846,1743,131.2228592309604
1847,1743,215.2174710503812
1848,1743,222.8509522904768
1849,1743,298.7505892540241
1850,1743,231.85181742353885
1851,1743,141.85777472512137
1852,1743,68.8148361064649
1853,1743,123.90484693260248
1854,1743,165.04033838108006
1855,1743,160.26658568596483
1856,1860,303.60978379772814
1857,1860,471.89313880800495
1858,1860,542.0178232078122
1859,1860,525.1650249015619
1861,1860,446.54055206944895
1862,1860,497.34171309700594
1863,1860,463.0086229449238
1864,1759,517.4885596324816
1865,1759,412.4992839320236
1866,1759,515.9039668974058
1867,1759,478.4882071520624
1868,1759,335.5109958304428
1869,1759,153.94982866607748
1870,1759,151.13213077667658
1871,1759,126.24590135894884
1872,1759,196.9948841692565
1873,1759,321.3295519862671
1874,1759,177.34814821842298
1898,1743,2.634164909766916
1899,1743,24.714860545791733
1900,1743,52.75561204216113
1901,1743,147.37702242373643
1902,1743,157.81216342495046
1903,1743,132.66397953718612
1904,1743,196.51483861031392
1905,1743,183.79613149718912
1906,1743,201.0526537737196
1907,1743,185.97456088352
1908,1743,83.08166596760368
1909,1743,1.5424133304028775
1910,1743,79.60675457922196
1911,1743,190.01359864246
1912,1860,130.7548485628161
1913,1860,273.9488757237915
1914,1860,488.7825422309694
1915,1860,425.4501184929284
1916,1860,376.5591986307654
1917,1860,483.6371262185108
1918,1860,438.5843038326116
1919,1860,412.14440163296734
1920,1759,386.8460968234042
1921,1759,415.02028089000737
1922,1759,401.5191772443915
1923,2133,400.36697645157545
1924,1759,350.369113926245
1925,1759,191.61710796502308
1926,2133,174.15293730054762
1927,1759,131.02467946796148
1928,2133,127.34843041710342
1929,2133,137.7680501538785
1930,1759,76.6532941279215
1930,2133,69.42894145938044
1931,1759,41.13587707183493
1956,1743,7.1656259263006685
1957,1743,52.086234851622606
1958,1743,122.42745576592098
1959,1743,76.54754756885838
1960,1743,122.2161689485961
1961,1743,144.98708056885656
1962,1743,128.08714937307676
1963,1743,122.78014391986706
1964,1743,194.7674159692517
1965,1743,166.54540332186284
1966,1743,109.3392512537471
1967,1743,168.16864564542558
1968,1743,75.03831407446438
1968,1860,90.35418534284432
1969,1860,158.22008990253576
1970,1860,228.3755479935664
1971,1860,314.44703283664364
1972,1860,439.80818110600393
1973,1860,610.8848583137272
1974,1860,625.0596011488569
1975,1860,533.1438522151343
1976,1860,498.5104529695589
1977,1759,323.2835455940527
1978,2133,357.6425982324401
1979,2133,312.36958142275887
1980,2133,208.0731467483035
1981,2133,159.30793391541832
1982,1759,43.518310071183365
1983,2133,89.10606215810415
1984,2133,273.3204221946818
1985,2133,233.2118033718945
1986,2133,97.91522582959144
1987,2133,58.423492124083566
1988,2133,2.645238014662076
2012,1743,32.5862687642646
2013,1743,107.20302611267502
2014,1743,90.35053171577864
2015,1743,212.847441799196
2016,1743,249.8945197958327
2017,1743,207.47956896706208
2018,1743,223.8203517096632
2019,1743,182.7119339810156
2020,1743,198.3266730538853
2021,1743,127.807837205377
2022,1743,127.4873356151945
2023,1743,164.92895966677202
2024,1860,175.52255761707923
2025,1860,90.03268489704615
2026,1860,308.2874278335187
2027,1860,321.0264601737741
2028,1860,365.6616730793008
2029,1860,497.1022094839384
2030,1860,537.4574004947331
2031,1860,468.6793938036993
2032,2133,343.120304355336
2033,2133,375.22030927290336
2034,2133,370.69971794522826
2035,2133,254.0933881719509
2036,2133,193.62420498137007
2037,2133,152.4508610895074
2038,2133,346.60234730933826
2039,2133,449.08429924211765
2040,2133,450.7623532625452
2041,2133,172.21210202996969
2042,2133,1.6107168491196795
2063,1743,21.472548084218072
2064,1743,60.95149689726554
2065,1743,160.26395682181143
2066,1743,173.29046039943185
2067,1743,164.69268002340283
2068,1743,211.7727116422641
2069,1743,172.09089697782198
2070,1743,92.1633550147952
2071,1743,33.84362362491336
2072,1743,52.875096032082176
2073,1860,110.62865251995716
2074,1860,83.68866549856494
2075,1860,14.90443544636592
2076,1860,93.29459671710389
2077,1860,174.6424431133853
2078,1860,238.73443637226583
2079,1860,308.18863045046083
2080,2133,311.0386768730897
2081,2133,274.70603822059144
2082,2133,212.1012167135385
2083,2133,163.99097008953498
2084,2133,102.43969810228612
2085,2133,60.74463160086914
2086,2133,141.2843080008783
2087,2133,336.18774432688133
2088,2133,368.99753412294825
2089,2133,453.3261147266676
2090,2133,346.05944983149834
2091,2133,36.39046082354243
2111,1743,16.971199457901434
2112,1743,178.93365849073143
2113,1743,183.4591386741633
2114,1743,148.8138079080443
2115,1743,120.20977284274868
2116,1743,84.92337744931616
2117,1743,51.9274673390238
2118,1743,6.650561413566933
2119,1860,1.3914209546640928
2120,1860,6.319793298916632
2121,1860,8.543800053426214
2123,1860,15.441413784498224
2124,1860,57.41233231495953
2125,1860,100.9779239318306
2126,1860,42.09400674193202
2127,2133,89.34253438514949
2128,2133,254.6873207254993
2129,2133,231.09517675880195
2130,2133,231.9088501456345
2131,2133,194.98442873320903
2132,2133,254.1694466928676
2134,2133,325.90231420784164
2135,2133,370.4400145821757
2136,2133,381.7323504220703
2137,2133,273.009884611236
2138,2133,15.54024612924289
2157,1743,37.57425513002356
2158,1743,118.6771066329372
2159,1743,166.43093054935687
2160,1743,100.58016265143938
2161,1743,74.52908310302519
2162,1743,45.34648671677562
2163,1743,52.819117064572886
2164,1743,36.82588239686255
2165,1860,12.489706040657884
2166,1860,10.043242650158454
2167,1860,30.43405819056369
2168,2133,26.538887937899844
2169,2133,167.70347609437204
2170,2133,256.01710454716897
2171,2133,339.9800707408034
2172,2133,281.5928238727736
2173,2133,370.65876577293216
2174,2133,479.0853254584294
2175,2133,363.7166586991741
2176,2133,234.8058839791344
2177,2133,238.5131929791029
2178,2133,119.31529164723128
2179,2133,5.892784792083262
2198,1743,14.081390328719973
2199,1743,153.83009561797437
2200,1743,170.7492646036706
2201,1743,122.07131805598296
2202,1743,91.96260358232767
2203,1743,155.27487352176632
2204,1743,139.49120115600314
2205,1860,57.28219712263424
2206,1860,1.0022724939189174
2210,1860,9.361837097935872
2211,2133,54.1266387499291
2212,2133,175.39352236613036
2213,2133,397.98957117256464
2214,2133,438.28153686165086
2215,2133,333.4840213672066
2216,2133,359.989157911774
2217,2133,322.6619362324523
2218,2133,191.8167651986816
2219,2133,14.05017365391931
2220,2133,2.303747813484705
2237,1743,14.836118214936851
2238,1743,105.22001176354358
2239,1743,150.39739696778102
2240,1743,169.06472968157092
2241,1860,167.15549707408923
2242,1743,124.38739991359668
2243,1860,157.94092826928636
2244,1860,58.53370321264413
2245,1860,43.628261315017
2246,2133,36.30844112075051
2247,2133,54.225420927992175
2248,1860,122.27257861743936
2249,2133,138.77133199977035
2250,2133,328.236731707124
2251,2133,368.0960867808988
2252,2133,268.43614609352693
2253,2133,101.5695457667338
2254,2133,11.325007150420484
2255,2133,9.419472434837775
2256,2133,3.044488786679584
2274,1743,1.6315037432511197
2275,1743,20.420155525604287
2276,1743,120.8083313354534
2277,1743,129.3301139957339
2278,1860,147.43073787889682
2279,1860,131.67948291389425
2280,1860,117.77319300055656
2281,2133,124.78246302459246
2282,2133,76.3144856392633
2283,2133,140.48778192603413
2284,2133,169.3205209381856
2285,2133,224.0714579422041
2286,2133,383.1129060861038
2287,2133,169.36528162748564
2288,2133,46.34650531380634
2289,2133,7.075220525372052
2304,1743,10.001890805517473
2306,2133,83.6113612281494
2307,2133,124.89209069736418
2308,2133,119.88854375236684
2309,2133,80.40531730613425
2310,2133,124.0663317793146
2311,2133,61.86660365414788
2312,2133,61.86579208805112
2313,2133,39.30005675255162
2314,2133,73.05542567812873
2315,2133,24.29480894532704
2331,2133,1.6070373432659455
2332,2133,24.01452834712408
2333,2133,22.3830246066076
2334,2133,6.660654389854208
2335,2133,21.73886244492236
2336,2133,7.982139343005335
2337,2133,1.4999329519241391
